Unnamed: 0,Question,A,B,C,D,Answer,Subject,Subcategory
66,A rod measures 1.00 m in its rest system. How fast must an observer move parallel to the rod to measure its length to be 0.80 m?,0.50c,0.60c,0.70c,0.80c,B,college_physics,physics
20,"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,conceptual_physics,physics
6,"Some of Mars'water is frozen in the soil and the ice caps and some was lost due to solar wind stripping but much of the original water is thought to have been lost through another mechanism. What happened to this ""lost""water?",it was stripped away by the magnetic field when it rapidly decreased in strength,it was broken into hydrogen and oxygen by ultraviolet light and the hydrogen was lost through thermal escape,it was consumed by a civilization of thirsty Martians,it was vaporized during a period of intense volcanism and was lost to space through thermal escape,B,astronomy,physics
38,"During an isothermal expansion, a confined ideal gas does 150 J of work against its surroundings. Which of the following describes the heat transfer during this process?",150 J of heat was added to the gas.,150 J of heat was removed from the gas.,300 J of heat was added to the gas.,300 J of heat was removed from the gas.,A,high_school_physics,physics
86,The term Schwarzschild radius usually describes properties of ...,red dwarfs.,pulsars.,black holes.,galaxies.,C,astronomy,physics
115,"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,conceptual_physics,physics
147,Physics students are checking the constant acceleration equations of kinematics by measuring the velocity of a tennis ball that is dropped and falls 6 meters and then passes through a photogate. The predicted velocity is 20% above the velocity measured by the photogate. Which of the following best describes the cause of the large percent difference?,The ball changes its shape while falling.,The acceleration of gravity varies as the ball is falling.,Air resistance increases the acceleration of the ball.,The acceleration of the balls varies with the velocity.,D,high_school_physics,physics
6,"According to general relativity,",mass distorts spacetime.,gravity affects clocks.,light canâ€™t escape from a black hole.,All of these.,D,conceptual_physics,physics
50,A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,conceptual_physics,physics
160,Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,is mg,is greater than mg always,may be greater or less than mg,is less than mg always,B,conceptual_physics,physics
88,Which of the following would increase the capacitance of a parallel-plate capacitor?,Using smaller plates,Replacing the dielectric material between the plates with one that has a smaller dielectric constant,Decreasing the voltage between the plates,Moving the plates closer together,D,high_school_physics,physics
5,"Among these colors, the one that has the most energy per photon is",red,yellow-green,blue,violet,D,conceptual_physics,physics
105,"A ball of mass is attached to a string connected to the ceiling, forming a pendulum. When the string is raised to an angle of 50 degrees below the horizontal (the ceiling) and released, the ball swings back and forth with a period of 0.4 s. Which of the following changes to the pendulum would decrease the period of the pendulum?",Increasing the mass of the ball,Decreasing the length of the string,Decreasing the angle of the string from the horizontal when released,Decreasing the mass of the ball,B,high_school_physics,physics
145,What is the so-called bolometric luminosity in astronomy?,The luminosity integrated over vertically polarized wavelengths.,The luminosity integrated over horizontally wavelengths.,The luminosity integrated over visible wavelengths.,The luminosity integrated over all wavelengths.,D,astronomy,physics
44,The second law of thermodynamics tells us that heat doesnâ€™t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,conceptual_physics,physics
41,The name of the black hole in the center of our Milky Way is ...,Altair A*,Alsephina A*,Fomalhaut A*,Sagittarius A*,D,astronomy,physics
47,"A particle decays in 2.0 ms in its rest frame. If the same particle moves at v=0.60c in the lab frame, how far will it travel in the lab before decaying?",150 m,288 m,360 m,450 m,D,college_physics,physics
107,"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,conceptual_physics,physics
56,Which of the following moons is NOT one of the Galilean moons?,Ganymede,Callisto,Europa,Dione,D,astronomy,physics
149,"The Gravitron is a carnival ride that looks like a large cylinder. People stand inside the cylinder against the wall as it begins to spin. Eventually, it is rotating fast enough that the floor can be removed without anyone falling. Given then the coefficient of friction between a personâ€™s clothing and the wall is Î¼, the tangential speed is v, and the radius of the ride is R, what is greatest mass that a person can be to safely go on this ride?",Î¼v^2/(rg),r^2v^2/(Î¼g),rg/(Î¼v^2),None of the above.,D,high_school_physics,physics
83,"The driver of a police car hears an echo of the carâ€™s siren from a wall toward which the car is moving with a speed of 3.5 m/s. If the speed of sound is 350 m/s and the frequency of the siren is 600 Hz, the driver hears the echo at a frequency nearest to which of the following?",588 Hz,594 Hz,600 Hz,612 Hz,D,college_physics,physics
144,The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,conceptual_physics,physics
57,"If the absolute temperature of a blackbody is increased by a factor of 3, the energy radiated per second per unit area does which of the following?",Decreases by a factor of 81.,Decreases by a factor of 9.,Increases by a factor of 9.,Increases by a factor of 81.,D,college_physics,physics
101,Which is not an essential requirement for life as we know it?,The ability to breathe oxygen,The ability to make energy from sunlight or to eat things that do,A source of organic molecules,A and B,D,astronomy,physics
24,Most people use CÂ°(degree Celsius) to measure everyday temperatures. Astronomers prefer to use K (Kelvin) to measure temperatures. Approximately how many Kelvin are 25 CÂ°?,200 Kelvin,250 Kelvin,300 Kelvin,350 Kelvin,C,astronomy,physics
60,"A textbook weighs 30 N at sea level. Earthâ€™s radius is 6,400 km. Which of the following is the best estimate of the textbookâ€™s weight on a mountain peak located 6,000 m above sea level?",60 N,15 N,30 N,7.5 N,C,high_school_physics,physics
51,The best type of laser with which to do spectroscopy over a range of visible wavelengths is,a dye laser,a helium-neon laser,an excimer laser,a ruby laser,A,college_physics,physics
25,Which of the following ions CANNOT be used as a dopant in germanium to make an n-type semiconductor?,As,P,Sb,B,D,college_physics,physics
87,How do Ideational approaches to US foreign policy during the Cold War differ from Realist accounts of the same period?,They place greater emphasis on economic factors,They place greater emphasis on material interests and power,They place greater emphasis on ideology and beliefs,They place greater emphasis on geopolitics,C,us_foreign_policy,politics
27,Which of these ways a business impacts on the world do stakeholders NOT normally look at?,Workforce development,Impact on local communities,Impact on the environment,Financial performance,D,public_relations,politics
45,Which of these is not a component of the 'American Creed'?,Liberty,Equality,Autocracy,Individualism,C,us_foreign_policy,politics
126,Which of the following is not a purported limitation of the liberalist approach?,Liberalism poses great difficulty in defining when the use of force would be justified or necessary.,"Liberalism is often internally inconsistent, limiting its applicability for use as a guide.",A failure to address the importance of a wide range of actors in the decision-making processes of the international system.,"Liberalist influence merely reflects Western dominance, potentially undermining its relevance in the future.",C,security_studies,politics
72,The Supreme Court has used the practice of selective incorporation to,limit the number of appeals filed by defendants in state courts,extend voting rights to racial minorities and women,apply most Bill of Rights protections to state law,hasten the integration of public schools,C,high_school_government_and_politics,politics
145,"Since the end of the Cold War, how has the use of coercive diplomacy by Western powers changed?",Coercive diplomacy has proven a successful policy tool and one that is integral to conflict management. The successes of the past policy initiatives in the post-9/11 community have reinforced the trend toward coercive diplomacy by increasing American political will to counter mass casualty terrorism in failing states.,"The favourable geo-political environment, characterized by an overwhelmingly Western military superiority and a low risk of hostile great power intervention, has generated pressures and incentives for Western policymakers to promote their policy agenda, and to manage armed conflicts from weak states and failing states.","The demise of the ideological bipolar division of international society in the Cold War, rather than resulting in a reduction of hostilities, has left an unstable legacy where a policy of force and mass retaliation continues to pose a very real threat. Risk of uncontrollable escalation still remains but in a different form; mass casualty terrorism, contagion from failing states and non-state actors seeking to acquire WMD are the primary concern of states and require responses in the form of military intervention.","The hostile geopolitical environment has encouraged states to pursue military strategies in order to secure their interests. The use of violence rather than diplomacy or incentives has become the primary response to threats, whether these are posed by other states, resource scarcity, pandemic diseases, or other non-traditional threats.",B,security_studies,politics
181,Which of the following accurately describes individual entitlements?,"Congress provides funds to the states, and the states decide how best to spend the money.",Congress is allowed to fund these programs only when the federal government has a budget surplus.,Congress must pay benefits to anyone who qualifies to receive them.,"Congress grants money to states, provided that certain criteria are met.",C,high_school_government_and_politics,politics
131,Which of the following does NOT appear in the Constitution?,The electoral college,Political parties,Separation of powers,The term length for members of Congress,B,high_school_government_and_politics,politics
38,"You seek the counsel of one of your peers who designed and implemented a communication program that resulted in the successful permitting of an automotive recycling center, despite strong opposition from community organizations. You have to design a program to win approval for a similar project proposed by your company. Your peer gives you a brief piece of advice that succinctly describes the foundation of his successful program. What is most likely your peer's advice for a successful communication program?",Solve their problems,Kill them with kindness,Expose them to ridicule,Overwhelm them with facts,A,public_relations,politics
84,Within which area of public relations do tactics relate to promotion of the overall organisation?,Corporate,Internal communications,Financial relations,Business to business,A,public_relations,politics
57,Global and regional international trade agreements work by using which of the following mechanisms?,Reciprocity across multiple issues,Reputational concerns of the actors,Side payments for adjusting to the organization (such as the Common Agricultural Policy in the EU),ALL of the above,D,us_foreign_policy,politics
88,The 'internal factors' portion of a firm's public relations situation analysis often includes,a communication audit,strategy suggestions,community focus groups,a listing of media contacts,A,public_relations,politics
56,Which of the following information about publications does the Audit Bureau of Circulation NOT provide?,Circulation,Distribution,Traffic,Readership,D,public_relations,politics
81,"The opposition of the American Civil Liberties Union (ACLU), the National Association of Women Lawyers (NAWL), and the American Federation of Labor and Congress of Industrial Organizations (AFL-CIO) to Samuel Alito's 2006 nomination to the Supreme Court is an example of",realignment,coalition building,impeachment,a recall election,B,high_school_government_and_politics,politics
160,"In theorising the Responsibility to Protect, fundamental questions are raised about the nature of state sovereignty. Regarding this tension between R2P and notions of sovereignty, which of the following is not an accurate statement?","In order to legitimise the inter-state interventions required by R2P, Westphalian notions of sovereignty are invoked, specifically the idea that intervention is required to assure international security.","In order to transcend the intervention-vs.-sovereignty debate, R2P seeks a new definition of sovereignty.","In order to facilitate the deployment of effective humanitarian intervention, the R2P approach redefines the traditional Westphalian conception of sovereignty.",The notion conceptualised by the R2P approach is of a sovereignty that is intrinsically linked with responsibilities and the duty to protect the interests of citizens.,A,security_studies,politics
54,Publishing and selling the creative work of others and protecting property rights of one's own creative work is regulated by,libel and publication regulations,access and deregulation,Securities and Exchange Commission,copyright and trademark law,D,public_relations,politics
59,Which approach or perspective dominates post-Cold War Security Studies?,An examination of the social processes by which groups of people construct something as a threat.,"A agenda for peace; peacekeeping, peace-making and conflict prevention as priorities for avoiding military confrontations.",The re-addressing of past practice as a possible cause of insecurity.,"The strategy for state security that is preoccupied with creating and maintaining a distribution of power in the system, beneficial in terms of maintaining security and stability.",C,security_studies,politics
50,What caused a public uproar involving the National Security Agency in 2005?,Revelations that the NSA was monitoring the communications of American citizens without obtaining warrants,"A leaked memo that linked the events of September 11, 2001, with the Democratic National Committee","Revelations that the NSA had tortured prisoners at Guantanamo, Cuba","A scathing report condemning the George W. Bush administration for ""building a case for the war in Iraq on a quicksand foundation""",A,us_foreign_policy,politics
69,"Which of the following is the largest source of ""automatic spending"" for the federal government?",Salaries to employees of the U.S. Post Office,Interest payments made to U.S. bondholders,Entitlement programs,National defense,C,high_school_government_and_politics,politics
10,Which of the following people would most likely be accused of influence peddling?,A congressperson who retires to take a position teaching political science at a university,A former president who advises a current president on a particular foreign policy issue,A voter who researches the positions of all candidates in a race before choosing whom to support,An official who leaves the State Department to work as a paid consultant to foreign governments,D,high_school_government_and_politics,politics
37,What is Critical Security Studies?,An approach to security that applies critical knowledge to established orthodoxies of security studies.,"A specific theory of security that identifies clearly defined agents, threats, and processes.",A secondary term for the Copenhagen School of Security.,"A study security in which the critical importance of the state, military and traditional security are maintained.",A,security_studies,politics
63,A sound bite would most likely be used during a presidential election in order to,"avoid ""horse race"" politics",provide the audience with a candidate's view in a limited amount of time,reduce the amount of negative advertising used,ensure a candidate is presented in the best light,B,high_school_government_and_politics,politics
38,How is a process of securitization completed?,"A process of securitization is when an issue not included in the political sphere becomes politicized and is managed within the political system. A securitized issue is part of public policy requiring governmental action; decision-making, resource allocation and even communal governance.",A securitizing actor can argue for an issue to be securitised when it is outside of the political domain. An existential threat can be made a matter for state attention even when it is not included within public debate. Securitization refers to the recognition of the threat prior to its emergence in the political process.,"Securitization refers to the move of issues from a politicized state to a heightened state of politics beyond the normal political domain of decision-making activities. Once placed above the political sphere it cannot be returned to the public sphere, having been translated into a state interest above normal proceedings.","An issue can be securitized, that is framed as a security question, when it is moved from the politicized to the securitized sphere. During the securitization process, the securitizing actor(s) use discourse to persuade an audience that the issue at hand is one of urgency and priority, and that it presents an existential threat to some referent object.",D,security_studies,politics
54,Which of the following is generally understood to be the purpose of the Tenth Amendment to the Constitution?,It allows for trial by jury in common-law cases.,It grants voting rights to all American women.,It lowers the legal voting age from 21 to 18.,It reserves powers to the states.,D,high_school_government_and_politics,politics
229,Which of the following best describes Eurocentrism?,Eurocentrism is a style of analysis in which European societies are compared to non-European societies to produce an unbiased comparison of the relative merits of each.,Eurocentrism is a thought style in which the assessment and evaluation of non-European societies is couched in terms of the cultural assumptions and biases of Europeans.,Eurocentrism describes studies or scholarly work that only consider European political or economic systems.,All of these options.,B,security_studies,politics
43,In what ways is it possible to gain a definition of terrorism?,"A terrorist attack is that which uses the threat or use of organized violence to achieve political objectives. This may include kidnappings and organized violence for financial gain, and such attacks can be undertaken by groups or individuals.",Organization is essential for a successful campaign to bring about the political goals that are being sought. An act of terrorism targets an audience that extends beyond the immediate victims and is characterized as being a weapon of the weak.,"Terrorist violence is a form of psychological warfare that generates fear in a target audience by attacking members of that group. Selected targets are chosen at random from a cross-section of groups within the state ranging from political representatives, security forces, civilians or law enforcement. Random acts of violence contribute to the sense of insecurity and societal instability.",Terrorism is a broad concept that is understood to denote the threat or use of organized violence for the attainment of political objectives. The definition may therefore be inclusive of governments as targets or perpetrators and cases of war (hot and cold) where terror and counter-terror measures are tactics of either side.,B,security_studies,politics
177,Which of the following CANNOT limit the influence of the federal courts?,A constitutional amendment to the contrary of a court decision,The impeachment of a federal judge,A governor's failure to enforce a court decision,A national election recalling an unpopular judge,D,high_school_government_and_politics,politics
105,Which of these activities might secondary research involve?,Conducting a content analysis,Conducting a survey,Observing people,Examining public records,D,public_relations,politics
204,To what extent have biological agents been weaponized?,"Military professionals believe that the majority of biological agents can be sufficiently stable in their effects to be used as a weapon. Resource requirements would be minimal as fermenters used to make vaccines could be converted for military production and relatively small quantities of the agent are required to produce highly lethal effects, making them an efficient and effective weapon.","Construction of the means to transmit biological weapons in warfare has focused on the use of vectors, for example lice, fleas, or mosquitoes, as a mode of transmission as a military weapon. These are favoured because the target would find it difficult to contain the source of the outbreak, placing the infrastructure of the target country under strain.","Biological agents comprise bacteria, viral, and toxin agents. However, not every disease provides the basis for an effective biological weapon. An agent's storage, delivery, mode of transmission and its very resilience can shape its effects on a target population.",Inoculation programs against naturally occurring disease have eradicated the potential for viral agents to cause a global pandemic. Vaccination capabilities have undermined calls for the weaponization of viral agents made by some military strategists as most public health authorities have in place programs to deal with a possible outbreak.,C,security_studies,politics
31,"In ""Federalist No. 10,"" James Madison argues that a federal system of government reduces the danger of political factions by",creating insurmountable obstacles to the founding of factions,making it difficult for one faction to gain the power necessary to govern,requiring equal representation of all factions within the government,restricting factional political activity to the state level only,B,high_school_government_and_politics,politics
74,What is American exceptionalism?,"The belief that the United States is different from other major powers because it is concerned not only with Power, but also with Principles.",The belief that the United States is different because it is the most powerful nation in the world.,The belief that the United States is pacifist.,The belief that the United States is different because it is motivated more by economic factors than other countries are.,A,us_foreign_policy,politics
55,Which of the following best articulates the doctrine of original intent?,"When a law is unclear, the Supreme Court may consider the intent of a law or the letter of the law, but not both.",Copyright laws exist to protect the rights of those who create original works.,Appellate judges should respect the original decisions of trial judges.,The Constitution should be interpreted in light of the intent of those who wrote it.,D,high_school_government_and_politics,politics
174,Which committee in the House of Representatives determines the procedure by which bills are debated and amended?,Ways and Means,Judiciary,Ethics,Rules,D,high_school_government_and_politics,politics
175,Which of the following are Schelling's necessary conditions for compellence success?,The coercer must not unduly threaten the adversary; threat must be credible; adversary must recognise the legitimacy of coercer's demands; coercer must assure adversary that compliance will not lead to future demands; conflict must not be perceived as a zero-sum game.,Conveyed threat must be sufficient so as to make non-compliance unbearable; threat must be credible; adversary must be given sufficient time to comply with demand; coercer must assure adversary that compliance will not lead to future demands; conflict must not be perceived as a zero-sum game.,Conveyed threat must be sufficient so as to make non-compliance unbearable; threat must be credible; adversary must be given sufficient time to comply with demand; coercer must not use fear to coerce the adversary.,Conveyed threat must be sufficient so as to make non-compliance unbearable; threat must not include military intervention; adversary must be given sufficient time to comply with demand; coercer must assure adversary that compliance will not lead to future demands; conflict must not be perceived as a zero-sum game.,B,security_studies,politics
0,What is the structure of the United Nations Security Council?,"5 permanent members with veto power, 10 rotating members with no veto power","5 permanent members and 10 rotating members, all with veto power","10 permanent members with veto power, and 5 rotating members without veto power",15 permanent members with veto power,A,us_foreign_policy,politics
16,Which of the following entities cannot sue for libel?,A politician,A house of worship,A government institution,A publicly-traded company,C,public_relations,politics
110,"Unlike in a closed primary election, in an open primary election",voters select the winner by caucus instead of by individual ballots,the election results are not binding,"any registered voter may participate, regardless of party affiliation",voters may register to vote on the day of the election,C,high_school_government_and_politics,politics
72,What is the relationship between Westphalian sovereignty and humanitarian intervention?,"In its advocacy of global political institutions, the Treaty of Westphalia defined state sovereignty as being subjective to the behaviour of the political or ruling elite in that state, prioritizing human welfare over arbitrary values of sovereignty and thus legitimising humanitarian intervention where necessary.","Theories of Westphalian sovereignty decree that principles of non-intervention are paramount to achieving security; this has been extended into the contemporary global security environment in which international bodies such as the UN condemn humanitarian intervention, regarding it as detrimental to state-centric security.","State sovereignty and principles of non-interference that underpin the Westphalian approach can be disregarded, provided that there is a consensus amongst international actors that human life within the state is at risk, and where that risk is from the actions of the state itself.","The international society is governed by norms of Westphalian sovereignty that advocate non-intervention and the respect of state sovereignty as a means of achieving security. These norms are enshrined in the Charter of the United Nations, which bans the use of force between states except in self-defence or when authorized by the UN.",D,security_studies,politics
17,Which author emphasised strategy as achieving competitive advantage for an organization?,Steyn (2003),Gregory (2006),Cutlip et al (2006),Henry (2006),D,public_relations,politics
158,Which of the following most accurately states the impact of the Civil Rights Act of 1964 on school desegregation in the South?,"Because it included no enforcement provisions, the Civil Rights Act of 1964 had no appreciable effect on school desegregation.","By overturning the ""separate but equal"" principle, the Civil Rights Act of 1964 ended segregation in public schools.",The Civil Rights Act of 1964 hastened school desegregation by cutting off federal funds to discriminatory school systems.,The Civil Rights Act of 1964 sent federal troops to every segregated public school in the South to force school desegregation.,C,high_school_government_and_politics,politics
165,Which of the following best describes the Supreme Court's doctrine of incorporation?,"Although the Constitution empowers the federal government to regulate international trade, states may establish boycotts of goods imported from countries that use child labor.","While the Congress creates laws, and the executive branch enacts and enforces those laws, only the Supreme Court may decide which laws and executive actions are unconstitutional.","The Fifth Amendment guarantees that an individual may not be deprived of life, liberty, or property without due process, and this protection provides a legal justification for those who do not wish to serve on a jury.","The Bill of Rights articulates certain rights in order to protect individuals from the federal government, and the Fourteenth Amendment extends most of those rights to protect individuals from the state governments as well.",D,high_school_government_and_politics,politics
58,In which of these wars did the overwhelming technological superiority of one side lead to rapid defeat of its enemy?,Vietnam War.,Second World War.,First World War.,1991 Gulf War.,D,security_studies,politics
219,Which of the following does not constitute a fundamental ontological principle of social constructivism?,"Normative or ideational structures are important and matter as much as, if not more than, material structures.",Identities are important.,Anarchy is an inescapable feature of the international system.,Agents and structures are mutually constituted.,C,security_studies,politics
76,Two related cases that focused on the right to privacy for all American citizens were,Near v. Minnesota and New York Times v. Sullivan,Texas v. Johnson and Morse v. Frederick,Thornhill v. Alabama and Cox v. New Hampshire,Griswold v. Connecticut and Roe v. Wade.,D,high_school_government_and_politics,politics
44,"DÃ©tente, or the relaxing of tensions coupled with firm guarantees of mutual security, represented a shift in American foreign policy toward the communist world ushered in by",Richard Nixon.,Eugene McCarthy,Lyndon Johnson.,Robert Kennedy.,A,us_foreign_policy,politics
2,Which of the following plays the most significant role in forming a child's political views?,The geographical area in which the child grows up,The child's family,The media to which the child is exposed,The child's religion,B,high_school_government_and_politics,politics
68,Why do contemporary European liberal democrats tend to object to the influence of exceptionalism on American foreign policy?,They see it as a challenge to European global influence,They see it as an ideological faÃ§ade for US imperialism,They see it as a temporary phenomenon,None of the above,B,us_foreign_policy,politics
78,"A(n) ________ campaign is a paid form of impersonal communication, concerned with selling specific products, services, brands, images, and lifestyles to the public.",public persuasive,public relations,advertising,consumerism,C,public_relations,politics
99,"According to ""working theory,"" what is the step that occurs between an individual gaining information and changing behavior?",coorientation,opinion change,reaction formation,semantic encoding,B,public_relations,politics
134,Which of these statements concerning the study of identity is not applicable to social constructivism?,"Identity defines actors, and tells us who they are, what their preferences and interests are, and how those preferences might inform their actions.",Identity is of fundamental importance to the social constructivist perspective because it is the basest principle in defining behaviour; it is a naturally bestowed quality comprised of certain unalterable behavioural characteristics.,"The identities, interests and behaviour of political agents are socially constructed by shared ideas, collective meaning, and interpretations and assumptions about the world.","Actors form their identity through interaction, which in turn defines the types of relationship formed between these actors.",B,security_studies,politics
95,Which of the following is NOT a good predictor of which states will get nuclear weapons?,Receipt of sensitive nuclear assistance,Wealth/GDP,Rivalry with a nuclear state,Regime type,D,us_foreign_policy,politics
90,"Given the structure of the electoral college system, presidential candidates tend to","avoid battleground states and focus their campaigns on ""safe"" states",campaign more heavily in states with large populations,spend more television advertising money in the Plains States,campaign extensively in states that heavily favor one party over the other,B,high_school_government_and_politics,politics
193,What impact did the end of the Cold War have on warlord politics?,"Within the context of state collapse, elites deliberately engender disorder for the pursuit of commercial activities and the exploitation of neo-liberal globalized shadow markets which would not otherwise be permissible in normal conditions. Warlord politics represented a new form of regime security forced upon weak state elites.",Warlord politics represented the entrenchment of traditional patterns of redistributive networks within society but maintained by alternative political sources. Assistance derived from superpowers was superseded by US hegemonic endorsement at the end of the Cold War.,"Warlord politics in response to the rapid global changes inaugurated by the end of the Cold War and by globalization, was a temporary aberration in the normal function of the state and was reflective of the immediate need to secure infrastructural survival.","Warlord politics was a new phenomenon which represented the opportunistic exploitation of hollowed out state institutions and fragmented armed forces. Commercial activities accumulated in a shadow economy facilitated by the end of the Cold War, not of strategic design.",A,security_studies,politics
178,"In the context of military security, which of the following is not an obvious benefit of adopting a 'critical' theoretical approach?","A more critical approach to military security studies will allow the inclusion or adoption of non-realist paradigms, such as social constructivism.","Critical analysis of military security will draw attention back to traditional conceptions of the state-centric paradigm which have been neglected in recent years, with states favouring human security and other non-traditional approaches instead.",By implementing a critical analysis we can recognise that traditional conceptions of military security are no longer always salient and may need to be reconsidered.,A critical approach would recognise the changing ontology of security in the real world. Such changes are evident in the new ways in which war has been conducted in the 20th and 21st century.,B,security_studies,politics
30,Which of the following principles is realized when the federal government provides most of the funding to a project in which multiple levels of government work together?,Confederation,Fiscal federalism,Grant-based funding,Dual federalism,B,high_school_government_and_politics,politics
24,How are US 'military moms' important to a critical reading of security?,Mothers are not passive objects but the specific target of military recruiters who rely on their active engagement to fuel recruitment.,Examining the role of 'military moms' reveals the extent of gendered strategizing that is required to raise and sustain a military force.,All of these.,Mothers are indispensable to the exercise of military power but often overlooked in traditional security analyses.,C,security_studies,politics
176,The rules governing the electoral college make it especially important for presidential candidates to,"win as many states as possible, regardless of the size of the states",spend most of their time campaigning in the South,campaign most aggressively among those who will be chosen as electors,"concentrate their campaign efforts on ""battleground"" states",D,high_school_government_and_politics,politics
127,Which of these statements is not applicable to the development of peace studies in the twentieth century?,"Within peace studies, one of the later developments was a major interest in conflict prevention, conflict resolution, and peacekeeping.","At the height of the Cold War, peace studies was frequently labelled 'appeasement studies' and was bitterly opposed by critics.","By the 1970s, prominent peace researchers were calling for a broadening in the remit of the field but were largely unsuccessful in their attempts.",Peace studies sought to provide a more global and non-state centric view of major issues of conflict.,C,security_studies,politics
44,Which of the following statements about presidential elections since 1972 is most accurate?,Voters increasingly get their information from newspapers.,Voters have become more focused on individual candidates.,Elections have become dominated by special interest groups.,Voters increasingly vote based on a party's platform.,B,high_school_government_and_politics,politics
71,Who argued that if an organization did not affect a public then there was no need for a practitioner to consider that public in its communications?,Cutlip (2006),Leitch and Neilson (2001),Amaral and Phillips (2010),Grunig and Hunt (1984),D,public_relations,politics
78,Incumbent members of the House of Representatives win reelection more often than incumbent senators for all of the following reasons EXCEPT,representatives' constituents more often belong largely to the representative's party,"senators have more political power than representatives, and Senate races are accordingly contested more aggressively",representatives may use federal funds to publicize their achievements via direct mail to constituents,representatives more often run uncontested,C,high_school_government_and_politics,politics
143,Which of the following statements best describes the orientation of military security within the traditional conception of security studies?,"Strategic studies are the central concern of international relations, within strategic studies, the subset of security studies focuses on military security.","Military security is a central concern within international relations and dominates the scholarship. Within international relations, strategic studies form a subset of academic interest, within which security studies feature occasionally.","Strategic studies are best conceptualized as a subset of international relations, and within strategic studies, military security is one of the dominant concerns. Security studies are a subset of strategic studies.","Military security is the central concern of strategic studies; and strategic studies are a subset of security studies. Military security is one of the central concerns of security studies, and security studies is a subset of international relations.",D,security_studies,politics
101,Which of the following is the most direct result of an electoral system with single-member districts?,Proliferation of many small parties,A balance of power that favors the president over Congress,A persistent third-party presence,Development of a two-party system,D,high_school_government_and_politics,politics
64,"It has been argued by Braun and Chyba (2004) that indigenous nuclear programs are making proliferation safeguards obsolete. In what ways, if any, can a case be made to support this argument?","WMD may provide the means to offset inferiority in conventional armaments compared to regional or superpower rivals. Possession of WMD may act as a deterrence to stronger opponents against potential threat, or be used to defeat their adversaries if engaged in combat. WMD capabilities may also be developed to gain automatic status and diplomatic influence amongst the international community.","Although there are fears posed by WMD proliferation that terrorists may gain the capacity to develop weapons, it would remain very difficult to construct even a primitive gun-type nuclear weapon. However, whilst nuclear capabilities may be elusive, international or domestic terrorist networks may have the resources to construct and use chemical, biological, and radiological weapons.","WMD vary vastly in terms of their availability, lethality, and destructive potential and the ease with which they can be manufactured. This means that the potential threats posed by each type of weapon are different. High yield, lightweight nuclear weapons use cutting-edge technology, whilst some chemical and biological weapons have been available for a long time. What separates WMD from conventional weapons is the potential to cause high level destruction. Because of the psychological fear possession can generate, WMD will remain highly desirable as a political weapon.",All of these options.,D,security_studies,politics
61,What is the relevance of behaviour in economic security analysis?,"Economics as the science of individuals making decisions, and applying economic science to security, allows us to understand, predict, and respond to the behaviour of states and other security actors.",The growth of capitalism has catapulted the individual consumer to a place of extreme significance in shaping the global market. The behaviour of consumers dictates the nature of the global system.,"Behaviour, as a social constructivist concern, is not relevant to economic theory or security theory in general.","The behaviour of states is governed by their economic interests, in terms of securing favourable trade agreements and building strong domestic markets. Thus, their behaviour is dictated by economic considerations.",A,security_studies,politics
107,Early email was developed in which decade?,1960s,1970s,1980s,1990s,B,public_relations,politics
47,Which of these statements does not describe the liberalist conception of the international system?,International politics is not the same everywhere; it is only 'realist' in certain places at certain times.,The nation state does not exist as a unitary actor within the international system.,Nation states are not basically alike.,States are and should remain the sole actors to be considered in the study of International Relations.,D,security_studies,politics
8,How did World War I shift economic power from Europe to the United States?,The war reduced European population levels below that of the United States,The United States seized German resources after the war,European countries paid the United States for assistance,"The United States became a creditor country and financial centre, with European war spending boosting the US economy",D,us_foreign_policy,politics
163,All of the following statements concerning the likelihood that a person will vote are true EXCEPT:,"When there is a strong front-runner in a state, people in that state are less likely to vote.","White-collar workers are more likely to vote than are blue-collar workers, with the exception of blue-collar workers who belong to unions.",Voters who are registered as independent are less likely to vote than those who are registered Democrats or Republicans.,There is no difference in the likelihood of voting among those with undergraduate degrees and those with postgraduate degrees.,D,high_school_government_and_politics,politics
190,Can armed forces be linked to environmental security and in what ways?,Military warfare enhances the ability of people's access to resources and to aid the development in ecologically sustainable ways; it can secure access routes and rights that would otherwise be denied; rebuild infrastructure and equitable access of resources; benefit the management of environmental problems; and also to bolster social institutions and cohesion.,It is when considering the military and the security institutions that some of the greatest contradictions with the concept of environmental security are raised. War impacts negatively on the sustainable growth of the nation but armed forces may be required to manage the effects.,"Stronger militaries and technological advances have reduced the negative impact on the environment having greater impact with fewer materials, whilst the spectre of mass destruction warfare has been reduced with the ending of the Cold War.",All of these options.,B,security_studies,politics
